,name,matches,innings,overs,maidens,runs,wickets,best_bowling,average,economy,strike_rate,four_wkts,five_wkts,catches,stumps,season,team
108,Sohail Tanvir,8,8,29.0,0,240,5,3/17,48.00,8.27,34.8,0,0,3,0,2020/2021,Multan Sultans
109,DW Steyn,3,3,10.4,0,98,4,2/44,24.50,9.18,16.0,0,0,0,0,2020/2021,Quetta Gladiators
110,PR Stirling,2,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Islamabad United
111,Umaid Asif,9,9,31.3,0,306,8,2/17,38.25,9.71,23.6,0,0,4,0,2020/2021,Peshawar Zalmi
112,Umar Amin,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Islamabad United
113,Usman Khan,6,-,-,-,-,-,-,-,-,-,-,-,3,0,2020/2021,Quetta Gladiators
114,Usman Qadir,4,4,15.0,0,108,4,2/22,27.00,7.20,22.5,0,0,1,0,2020/2021,Multan Sultans
115,Usman Shinwari,5,5,18.0,0,173,5,3/32,34.60,9.61,21.6,0,0,0,0,2020/2021,Quetta Gladiators
116,JM Vince,5,-,-,-,-,-,-,-,-,-,-,-,2,0,2020/2021,Multan Sultans
117,Wahab Riaz,12,12,47.0,2,422,18,4/17,23.44,8.97,15.6,1,0,1,0,2020/2021,Peshawar Zalmi
118,CAK Walton,6,-,-,-,-,-,-,-,-,-,-,-,2,2,2020/2021,Karachi Kings
119,Waqar Salamkheil,1,1,3.0,0,38,0,-,-,12.66,-,0,0,0,0,2020/2021,Peshawar Zalmi
120,Waqas Maqsood,7,7,20.3,0,192,7,2/21,27.42,9.36,17.5,0,0,1,0,2020/2021,Karachi Kings
121,J Weatherald,5,-,-,-,-,-,-,-,-,-,-,-,1,0,2020/2021,Quetta Gladiators
122,JW Wells,2,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Peshawar Zalmi
123,D Wiese,4,4,11.0,0,102,2,1/30,51.00,9.27,33.0,0,0,0,0,2020/2021,Lahore Qalandars
124,JD Wildermuth,2,2,4.0,0,65,0,-,-,16.25,-,0,0,0,0,2020/2021,Quetta Gladiators
125,Zafar Gohar,3,3,7.0,0,100,0,-,-,14.28,-,0,0,1,0,2020/2021,Islamabad United
126,Zahid Mahmood,6,6,20.0,0,217,6,2/29,36.16,10.85,20.0,0,0,0,0,2020/2021,Quetta Gladiators
127,Zahir Khan,2,2,8.0,0,56,1,1/25,56.00,7.00,48.0,0,0,1,0,2020/2021,Quetta Gladiators
128,Zahoor Khan,1,1,1.0,0,23,0,-,-,23.00,-,0,0,0,0,2020/2021,Quetta Gladiators
129,Zeeshan Ashraf,3,-,-,-,-,-,-,-,-,-,-,-,0,0,2020/2021,Lahore Qalandars
0,Aamer Yamin,3,3,8.1,1,48,3,2/17,16.00,5.87,16.3,0,0,0,0,2019/2020,Karachi Kings
1,Abdul Nasir,1,1,3.0,0,26,0,-,-,8.66,-,0,0,2,0,2019/2020,Quetta Gladiators
2,Adil Amin,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2019/2020,Peshawar Zalmi
3,Ahmed Safi Abdullah,3,3,8.0,0,65,4,2/17,16.25,8.12,12.0,0,0,0,0,2019/2020,Islamabad United
4,Ahmed Shehzad,7,-,-,-,-,-,-,-,-,-,-,-,3,0,2019/2020,Quetta Gladiators
5,Ahsan Ali,3,-,-,-,-,-,-,-,-,-,-,-,1,0,2019/2020,Quetta Gladiators
6,Akif Javed,6,5,15.0,0,125,4,1/20,31.25,8.33,22.5,0,0,1,0,2019/2020,Islamabad United
7,MM Ali,9,6,11.0,0,110,5,2/13,22.00,10.00,13.2,0,0,6,0,2019/2020,Multan Sultans
8,Ali Khan,1,1,3.0,0,36,1,1/36,36.00,12.00,18.0,0,0,0,0,2019/2020,Karachi Kings
9,Ali Shafiq,2,2,6.5,0,71,2,2/31,35.50,10.39,20.5,0,0,0,0,2019/2020,Multan Sultans
10,Amad Butt,5,4,14.4,0,143,5,4/27,28.60,9.75,17.6,1,0,3,0,2019/2020,Islamabad United
11,Anwar Ali,3,3,4.0,0,50,0,-,-,12.50,-,0,0,2,0,2019/2020,Quetta Gladiators
12,Arshad Iqbal,7,7,24.2,0,206,9,2/15,22.88,8.46,16.2,0,0,0,0,2019/2020,Karachi Kings
13,Asad Shafiq,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2019/2020,Multan Sultans
14,Asif Ali,9,-,-,-,-,-,-,-,-,-,-,-,3,0,2019/2020,Islamabad United
15,Azam Khan,9,-,-,-,-,-,-,-,-,-,-,-,2,0,2019/2020,Quetta Gladiators
16,Babar Azam,12,-,-,-,-,-,-,-,-,-,-,-,8,0,2019/2020,Karachi Kings
17,T Banton,7,-,-,-,-,-,-,-,-,-,-,-,7,0,2019/2020,Peshawar Zalmi
18,Bilawal Bhatti,2,2,7.0,0,67,3,3/26,22.33,9.57,14.0,0,0,0,0,2019/2020,Multan Sultans
19,RS Bopara,6,1,2.0,0,17,0,-,-,8.50,-,0,0,1,0,2019/2020,Multan Sultans
20,CR Brathwaite,4,4,9.5,0,83,5,3/28,16.60,8.44,11.8,0,0,1,0,2019/2020,Peshawar Zalmi
21,BCJ Cutting,7,5,16.0,0,173,8,3/31,21.62,10.81,12.0,0,0,0,0,2019/2020,Quetta Gladiators
22,LA Dawson,4,2,5.0,0,53,0,-,-,10.60,-,0,0,1,0,2019/2020,Peshawar Zalmi
23,CS Delport,8,3,9.1,0,93,1,1/23,93.00,10.14,55.0,0,0,3,0,2019/2020,Karachi Kings
24,Dilbar Hussain,11,11,34.3,0,279,14,4/24,19.92,8.08,14.7,1,0,2,0,2019/2020,Lahore Qalandars
25,BR Dunk,11,-,-,-,-,-,-,-,-,-,-,-,11,0,2019/2020,Lahore Qalandars
26,F du Plessis,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2019/2020,Peshawar Zalmi
27,Faheem Ashraf,7,7,20.4,0,220,7,2/34,31.42,10.64,17.7,0,0,4,0,2019/2020,Islamabad United
28,Fakhar Zaman,12,-,-,-,-,-,-,-,-,-,-,-,10,0,2019/2020,Lahore Qalandars
29,Fawad Ahmed,5,5,19.3,0,165,4,2/40,41.25,8.46,29.2,0,0,0,0,2019/2020,Quetta Gladiators
30,L Gregory,4,4,10.0,0,105,4,4/25,26.25,10.50,15.0,1,0,2,0,2019/2020,Peshawar Zalmi
31,Haider Ali,10,-,-,-,-,-,-,-,-,-,-,-,1,0,2019/2020,Peshawar Zalmi
32,AD Hales,9,-,-,-,-,-,-,-,-,-,-,-,4,0,2019/2020,Karachi Kings
33,Hammad Azam,1,1,1.0,0,11,0,-,-,11.00,-,0,0,1,0,2019/2020,Peshawar Zalmi
34,Haris Rauf,8,8,30.0,0,302,10,3/30,30.20,10.06,18.0,0,0,1,0,2019/2020,Lahore Qalandars
35,Hasan Ali,9,9,32.0,0,275,8,2/36,34.37,8.59,24.0,0,0,2,0,2019/2020,Peshawar Zalmi
36,Hussain Talat,5,2,3.0,0,34,0,-,-,11.33,-,0,0,3,0,2019/2020,Islamabad United
37,Iftikhar Ahmed,12,5,13.0,0,97,2,1/12,48.50,7.46,39.0,0,0,6,0,2019/2020,Karachi Kings
38,Imad Wasim,11,11,31.5,0,225,7,2/14,32.14,7.06,27.2,0,0,1,0,2019/2020,Karachi Kings
39,Imam-ul-Haq,4,-,-,-,-,-,-,-,-,-,-,-,3,0,2019/2020,Peshawar Zalmi
40,Imran Tahir,10,9,32.0,0,238,11,3/28,21.63,7.43,17.4,0,0,1,0,2019/2020,Multan Sultans
41,CA Ingram,9,-,-,-,-,-,-,-,-,-,-,-,2,0,2019/2020,Islamabad United
42,CJ Jordan,9,9,33.0,0,273,9,2/29,30.33,8.27,22.0,0,0,6,0,2019/2020,Karachi Kings
43,Junaid Khan,3,3,10.0,0,95,3,2/17,31.66,9.50,20.0,0,0,1,0,2019/2020,Multan Sultans
44,Kamran Akmal,9,-,-,-,-,-,-,-,-,-,-,-,5,0,2019/2020,Peshawar Zalmi
45,Khurram Manzoor,1,-,-,-,-,-,-,-,-,-,-,-,0,0,2019/2020,Quetta Gladiators
46,Khushdil Shah,11,3,5.0,0,25,1,1/1,25.00,5.00,30.0,0,0,5,0,2019/2020,Multan Sultans
47,LS Livingstone,8,1,1.0,0,10,0,-,-,10.00,-,0,0,6,0,2019/2020,Peshawar Zalmi
48,CA Lynn,8,-,-,-,-,-,-,-,-,-,-,-,2,0,2019/2020,Lahore Qalandars
49,A Lyth,2,2,3.0,0,26,1,1/22,26.00,8.66,18.0,0,0,2,0,2019/2020,Multan Sultans
50,Maaz Khan,3,3,7.0,0,76,2,2/31,38.00,10.85,21.0,0,0,1,0,2019/2020,Lahore Qalandars
51,MJ McClenaghan,1,1,1.0,0,14,0,-,-,14.00,-,0,0,0,0,2019/2020,Karachi Kings
52,S Mahmood,1,1,4.0,0,41,3,3/41,13.66,10.25,8.0,0,0,0,0,2019/2020,Peshawar Zalmi
53,DJ Malan,4,-,-,-,-,-,-,-,-,-,-,-,1,0,2019/2020,Islamabad United
54,TS Mills,4,4,15.0,0,122,5,2/30,24.40,8.13,18.0,0,0,1,0,2019/2020,Quetta Gladiators
55,Mohammad Amir Khan,4,4,12.0,0,107,3,1/11,35.66,8.91,24.0,0,0,1,0,2019/2020,Peshawar Zalmi
56,Mohammad Amir,11,11,42.5,0,327,10,4/25,32.70,7.63,25.7,1,0,0,0,2019/2020,Karachi Kings
57,Mohammad Hafeez,13,8,20.0,1,130,3,1/11,43.33,6.50,40.0,0,0,6,0,2019/2020,Lahore Qalandars
58,Mohammad Hasnain,9,9,32.0,0,287,15,4/25,19.13,8.96,12.8,2,0,1,0,2019/2020,Quetta Gladiators
59,Mohammad Ilyas,9,8,19.4,0,169,8,2/16,21.12,8.59,14.7,0,0,2,0,2019/2020,Multan Sultans
60,Mohammad Imran,1,1,2.0,0,16,1,1/16,16.00,8.00,12.0,0,0,0,0,2019/2020,Peshawar Zalmi
61,Mohammad Irfan,8,7,26.0,0,212,4,2/31,53.00,8.15,39.0,0,0,0,0,2019/2020,Multan Sultans
62,Mohammad Mohsin,2,1,4.0,0,35,1,1/35,35.00,8.75,24.0,0,0,0,0,2019/2020,Peshawar Zalmi
63,Mohammad Nawaz,9,9,25.0,0,208,6,2/9,34.66,8.32,25.0,0,0,8,0,2019/2020,Quetta Gladiators
64,Mohammad Rizwan,2,-,-,-,-,-,-,-,-,-,-,-,3,0,2019/2020,Karachi Kings
65,Muhammad Faizan,7,3,7.0,0,72,3,2/29,24.00,10.28,14.0,0,0,1,0,2019/2020,Lahore Qalandars
66,Muhammad Musa,7,7,22.4,2,187,6,3/30,31.16,8.25,22.6,0,0,1,0,2019/2020,Islamabad United
67,C Munro,8,-,-,-,-,-,-,-,-,-,-,-,1,0,2019/2020,Islamabad United
68,Naseem Shah,6,6,22.0,0,162,5,2/17,32.40,7.36,26.4,0,0,1,0,2019/2020,Quetta Gladiators
69,WD Parnell,1,1,3.0,0,35,0,-,-,11.66,-,0,0,0,0,2019/2020,Karachi Kings
70,SR Patel,12,10,31.0,1,235,10,4/5,23.50,7.58,18.6,1,0,5,0,2019/2020,Lahore Qalandars
71,S Prasanna,2,2,5.0,0,56,0,-,-,11.20,-,0,0,0,0,2019/2020,Lahore Qalandars
